i,x,y,z,a1,a2,a3,g1,g2,g3,depth,width
1.0,0.025207923453242742,-0.0005881197077930188,-0.03500000000000003,0.13664750035467843,6.897537222956039e-05,0.9906197332423864,-0.0001864668877601225,0.9999999816511378,-4.390699618938562e-05,0.008545323673217576,0.0255181656969405
1.0,-0.0665,-0.00039719585409039686,-0.001969226083737896,0.9487019595857404,-3.268769491230911e-05,0.3161717742140986,-3.566788767616437e-05,-0.9999999993572805,3.638844878613546e-06,0.001938202662043821,0.025519681147017026
0.0,0.01515140867079574,0.0003264479838244788,0.03500000000000003,0.027904616456065554,-0.00014554636178185716,-0.999610579774292,-3.023321976723069e-05,0.9999999888196089,-0.00014644703599423956,0.025440402118620548,0.025534066210813965
0.0,0.0665,-0.00017374543503310757,-0.019175959125950326,-0.9338939272889689,-3.705071248723168e-05,-0.3575501799748262,-2.6677907689013906e-05,0.9999999990680761,-3.3943141827007166e-05,0.019734956663330618,0.02552112684861929
1.0,-0.0447391529178629,0.0004247460435458351,0.03500000000000003,0.4704871872591324,-0.00040046124692495353,-0.8824067351600282,-3.00892663202148e-05,-0.9999999037193803,0.00043778518306589046,0.019528068372002435,0.025516207141154573
1.0,-0.04232454958615017,0.0004255163557080247,0.03500000000000003,-0.7493879669961485,0.000553440118479311,-0.6621309301228985,0.0012449744444744087,0.9999990607433736,-0.0005731936872053076,0.00799450134004274,0.025512224386661488
1.0,-0.0665,-6.909779888408385e-05,-0.022152125503142828,0.9438989374262463,1.6322159260704753e-05,-0.3302344555905554,-2.043488180814575e-05,0.999999999750866,-8.982418152572067e-06,0.010232312834631465,0.025522341931129698
0.0,-0.03467842139752875,-3.1177557022921254e-05,-0.03500000000000003,0.5627511136017728,-9.613237715814267e-05,0.8266263816855416,7.800448999729668e-05,-0.9999999826096786,-0.0001693987661182046,0.008896368865626818,0.0255170954348633
1.0,-0.006922560580067023,0.00012473824237848674,0.03500000000000003,-0.015212117023406774,6.313938613053374e-05,-0.9998842870597999,0.0001945127871513866,0.9999999792711263,6.018739800181525e-05,0.02994429630957282,0.025528682703265214
0.0,0.010094304858344033,0.00033121865523199555,0.03500000000000003,-0.10591762181128664,-0.0002854454553571172,-0.9943748668941375,3.124439615865929e-05,-0.9999999592599289,0.0002837321426608731,0.010875027229939972,0.02552106187410693
0.0,-0.059388045746152335,0.00033551325142473136,-0.03500000000000003,0.029951186386130924,-0.0002483357315581574,0.9995513317301058,0.0002396546765722139,-0.9999999386098894,-0.0002556283505288894,0.011347895249465419,0.025522739005286805
0.0,0.019610404057797452,0.00046205218856075513,-0.03500000000000003,0.053232874195924915,6.831415298538961e-05,0.9985821230314598,-0.00015706906000513465,-0.9999999847167438,7.678426008657558e-05,0.030935335117281818,0.025520695977152612
0.0,-0.02012059315000299,0.00021883600507671043,-0.03500000000000003,0.0031987435475271126,1.6513649585478936e-05,0.999994883870421,7.687330146432172e-05,-0.9999999969129266,1.626783478581472e-05,0.02080813957570466,0.025524340495504855
0.0,0.04606318601933326,0.000283711339904164,0.03500000000000003,0.08199261899407316,4.94694825493991e-06,-0.9966329366451927,4.350287626987886e-05,0.9999999990172619,8.542626574112336e-06,0.012563163897818088,0.02552391332023423
1.0,-0.009913031495658281,-0.0002309864054481204,0.03500000000000003,-0.013334221332392513,0.00013151815273398788,-0.9999110866694271,-0.00017192505621815024,-0.9999999768697664,-0.00012923715384552764,0.01969477874438586,0.025521045180623866
1.0,0.0665,0.00015265369251968942,-0.023777458693949705,-0.9027225630431205,2.89509709442412e-05,0.4302231668967867,8.270191782222131e-05,0.9999999909369726,0.00010623769257447849,0.030378821693933876,0.025527431328420235
0.0,-0.05110670978001919,-0.00037028793620636657,0.03500000000000003,0.4474263744908264,0.00036870221431377375,-0.8943206938613643,0.00021774926319665614,-0.9999999302876995,-0.0003033312625913788,0.0037765744230948994,0.025522817602618895
1.0,0.024180680733744686,2.4314483208338737e-05,-0.03500000000000003,0.6771041392543607,8.100764595464114e-05,0.7358872047008107,-0.0004488872558381657,-0.999999762427277,0.0005231114812663398,0.00416829031255727,0.02551556842760874
1.0,-0.04484182614577692,0.00018706155929231185,-0.03500000000000003,0.5877567671614593,-2.241868354455942e-06,0.8090376892647736,-1.7254538265537961e-06,0.999999999990413,4.0245535660706196e-06,0.0204354719998503,0.025519815617782028
0.0,0.01819766937283608,0.0006096781145160594,-0.03500000000000003,-0.005552031262133478,9.135462122742481e-05,0.9999845831827597,9.669212996517727e-06,-0.9999999957753855,9.140971386117623e-05,0.028755315058831568,0.025525451099533594
1.0,-0.00470574611689302,0.0002559541113150247,0.03500000000000003,0.07167067771694774,9.322286171776165e-05,-0.9974283459302183,-0.0002661965054198791,-0.9999999582313556,-0.00011259088658500161,0.016423565361733602,0.025524630721861175
1.0,0.006139740520495221,0.0006115902510104299,0.03500000000000003,0.06707261740115264,-0.09028932005373976,-0.9936544181349934,0.001255328192948672,0.9959039306076761,-0.09040898822190992,0.004742171776026355,0.025128753976403878
1.0,0.0665,4.8136830640368175e-05,-0.033664193416432064,-0.8843509372305486,-0.001075392085091346,-0.46682144697016004,-0.0010418184135063515,0.9999994028518756,-0.0003300155841478334,0.0002541035462069005,0.025507972084486297
1.0,0.0665,0.00015136571077255188,-0.01737478537269127,-0.9500890176479798,-9.465744124919623e-06,0.31197893912105107,2.3104472343338123e-05,-0.9999999989322705,4.0020526232701064e-05,0.00864904114470193,0.025520532890842232
1.0,0.05941894363856706,0.00020961633830448776,0.03500000000000003,0.03694588577044608,3.567443262022954e-06,-0.9993172676942546,-5.542006839407875e-05,-0.9999999984485224,-5.618822924697042e-06,0.025540182436011954,0.02552009049912481
1.0,0.03504774318341289,-0.00022346974361564425,-0.03500000000000003,0.011392363181139554,0.0002396986357272643,0.9999350761953063,0.00016191371564363598,-0.9999999586010265,0.0002378694893436355,0.03156287751784883,0.025531441246667997
0.0,-0.046995864074427025,-0.0009675692170226478,0.03500000000000003,0.0018116115133722354,-2.174491151002209e-05,-0.9999983587940949,-5.053594035385057e-05,0.9999999984846432,-2.1836498806645706e-05,0.028065162060721696,0.02552777400324573
0.0,0.0004200624359113137,0.00028736341961052526,-0.03500000000000003,-0.005272161011355551,0.0001523685330494097,0.9999860904543125,-0.00010450364832980407,0.9999999828469831,-0.00015292161756632464,0.03142564009153597,0.025526858225641262
1.0,0.011168862264325119,0.0003086259078420742,0.03500000000000003,0.6210177892422418,0.0003291450564126879,-0.7837964002904136,0.0001431188738207264,-0.9999999427748241,-0.0003065409216848834,0.0012914632485967617,0.025519899175266796
0.0,-0.0665,-0.00010914073208838666,0.019135568853178797,0.9317742270249433,-4.958883243943694e-05,0.36303827262840715,-4.389137116349529e-05,-0.9999999987501562,-2.394233499294094e-05,0.008019667689289195,0.02551995727937198
1.0,-0.048453282364910366,-0.0001850685685240728,-0.03500000000000003,0.4728748981457628,0.0007557171745003386,0.8811292524909085,-3.9504664190087796e-05,0.999999649380536,-0.0008364676843862046,0.02203369982646822,0.025521877857724036
0.0,-0.06649999999999989,-4.490510048061041e-05,0.030380163560494,0.9596783287682766,-0.0007588186767182369,-0.28109950104321363,0.0007994179269021095,0.9999996800225981,2.97603735771932e-05,0.0009080837906675983,0.025511417713443948
1.0,-0.0665,-0.00010305265303052046,-0.027729615485122927,0.932218421010559,-0.002472287830472686,-0.3618876943493161,0.002049462449038269,0.999996695137062,-0.0015522302098372972,0.00016481787367094336,0.025502635568280627
1.0,-0.006943344822671678,0.0005688525612460116,-0.03500000000000003,0.01714406898161951,6.036501252261996e-07,0.9998530296490525,-0.00011903760817774469,0.9999999929139909,1.4373500929051085e-06,0.030015061510540814,0.025524925199041593
1.0,0.0665,-0.0001850657008806881,0.013482994719541841,-0.9528981330577787,-0.000138092826369254,-0.30329050256374884,2.730305887978701e-05,-0.9999999313500308,0.0003695327816350359,0.016521186677554752,0.025529689554696942
0.0,-0.06441629915854423,-0.0007054812982503887,-0.03500000000000003,-0.09111312825796329,-0.000274511389547785,0.9958405105751349,-0.0004981543492690587,0.9999998494527165,0.0002300799622735773,0.008621858665017839,0.025511222690988964
1.0,0.0665,-5.601305305396806e-05,-0.007634246019796703,-0.9724499466824157,-0.004589548577042413,0.2330665940052879,0.004606161263648217,-0.9999892797221117,-0.0004729897093637839,0.004998832220209751,0.0255049812255662
1.0,-0.006733362105222705,0.0003095294657177582,-0.03500000000000003,-0.041959323184672104,-0.00023346457720289294,0.9991192925232579,0.00015864336654103876,0.9999999585362133,0.0002403327987030915,0.022271217797649623,0.025522532981622006
0.0,-0.0016149029832150767,-0.0004750751606455609,-0.03500000000000003,-0.02177225734203641,-4.343845247230404e-05,0.9997629553665874,1.526095987687322e-05,-0.9999999989540392,-4.311640739412816e-05,0.02778476888338313,0.025528064634496486
0.0,-0.03134120303257171,-0.00034154753394492147,0.03500000000000014,0.37519028729120396,-0.001082889976608942,-0.9269471806266216,-0.0005854666372358344,-0.9999993949925416,0.0009312590228118011,0.0004320163587778147,0.025513037320699664
1.0,-0.050260881223292975,-0.000392718751821914,0.035,0.9957992851044275,-0.00016063778404852528,-0.09156286354747699,-0.00015085755655700316,-0.9999999821531342,0.00011373534865671822,0.005171885300972669,0.025518482480496027
0.0,-0.013650484685484535,-0.00019097211548683372,-0.03500000000000003,0.12382466728140205,-7.537049615202312e-05,0.9923041096820765,-0.0002978962591438162,-0.9999999548768849,-3.878204998117351e-05,0.014386965742095689,0.02552580824844851
0.0,0.04563096412334065,-0.0001368416324607397,0.03500000000000003,-0.015271671143690001,1.0647232959677513e-06,-0.9998833812297041,0.0003103611070993196,0.9999999518312364,-3.675438143807644e-06,0.0200789314792526,0.025524495159276715
0.0,-0.0665,-0.00010815374282074561,0.001215086790424369,0.9531455438667846,-0.00048415881947176046,-0.30251171514030545,0.0005243536802219069,0.9999998611924155,5.165625218701928e-05,8.015912664297514e-05,0.025516591931987916
1.0,0.0665,-2.1814326288800576e-05,-0.021619117662964427,-0.9648653924798071,-0.00022379924713570286,0.2627445990095423,0.0002688196473636307,-0.9999999547014595,0.0001353996911676849,0.010663205694205032,0.025522589914806295
0.0,-0.024823548653152998,0.0002810025469805101,-0.03500000000000003,-0.01784381356850767,1.635095044139367e-05,0.9998407863504962,6.78385106539769e-05,0.999999997584315,-1.5142863615600316e-05,0.010638052085943086,0.025521233951492684
1.0,-0.030896927642380778,8.124783207946938e-05,0.03500000000000003,-0.14213406072551063,-0.00019249344433556489,-0.9898473982023445,1.3454348764885543e-05,-0.9999999813744614,0.00019253585943854933,0.008355656084051238,0.025526241736077156
1.0,-0.0665,7.212595355594192e-05,-0.004348563059917265,0.5879324711756729,-0.00041247146983839874,0.8089099079653762,0.0014337861192081798,0.9999988305118314,-0.0005321957668046946,0.0071026217108369335,0.025519738612121274
0.0,-0.0665,0.0005827538313108872,-0.0009022873188664904,0.9513729747140842,1.2399678719239652e-05,-0.3080413329894593,2.3199988909142514e-05,0.9999999934694594,0.0001119055055552148,0.014574865193678082,0.02552475319102638
0.0,0.013012552384951331,0.00023338643043235993,-0.03500000000000003,-0.1914548179215598,0.00016422205729338946,0.9815014140212629,-6.063126382395279e-05,0.999999982115618,-0.00017914411474127462,0.011893704984724907,0.02552656915811603
1.0,0.02499493743479724,0.0001312906184245108,0.03500000000000003,-0.013213525766408576,0.00014091390760127517,-0.9999126876283208,-7.981691078257425e-05,-0.9999999870326185,-0.0001398714554752779,0.022524030711251673,0.0255240440587216
0.0,-0.004679550964132806,8.80317080686289e-06,0.03500000000000003,0.35398399696235694,1.3435395086865488e-05,-0.9352514793968755,-3.3706277580420406e-05,0.9999999994306507,1.6080297670804018e-06,0.005622260028104012,0.025522808773955602
1.0,0.02364486451723439,0.0008266572508926935,0.03500000000000003,-0.003917596539201422,-0.0002273245503117599,-0.9999923003508103,-2.7300834419654255e-05,-0.9999999737643906,0.00022743324915843412,0.0355841164543659,0.025531830150403237
1.0,0.0665,-0.00052191062347053,-0.005156619179889299,-0.43035084722880984,3.893707939408544e-05,0.9026617011778829,-0.00041410118632025095,-0.9999999023573889,-0.00015429005196240434,0.004843590159457916,0.025523312350866103
1.0,0.014845215372393868,0.0005371006440776357,-0.03500000000000003,0.015267232062371558,1.2447334275253034e-05,0.9998834489430344,-5.471582052817694e-05,-0.9999999984148541,1.3284241677417431e-05,0.017251005574570082,0.025522741266144712
1.0,0.020177371646161096,-0.00020133667607397503,-0.03500000000000003,-0.008852380353656172,-4.8723066517875225e-06,0.9999608169015101,5.911689586721167e-06,0.9999999999703992,4.924832146580748e-06,0.033439439617950324,0.02552730943517597
1.0,-0.03459666608973548,0.0008160707205601605,-0.03500000000000003,-0.1216060241961272,-0.0001614964984714841,0.9925784345824222,7.849853149722322e-05,0.9999999820716777,0.00017232128357563213,0.014304496867485339,0.025521617478245884
1.0,-0.04428238757173092,-0.00040298727433004175,-0.03500000000000003,0.487760071345769,6.930898758254387e-06,0.8729777275238657,0.0004020669794881365,0.9999998921227509,-0.00023258682347761106,0.0218388264298732,0.025517545628841842
1.0,-0.015753188163848783,0.00029996535448496234,-0.03500000000000003,0.02705276326409624,7.983389402539897e-05,0.9996340038365672,-4.795493032141166e-07,0.999999996811862,-7.985014548400088e-05,0.0207585133576414,0.025523231721895683
0.0,0.013398037007764398,-0.0003174342770860782,0.03500000000000003,-0.024164189157284695,3.0403390367307528e-06,-0.9997080033455407,1.2016444882401975e-05,-0.9999999999222525,-3.3316795229052405e-06,0.024298386396579778,0.025524004142259235
1.0,0.0665,-0.0002789299817125823,-0.027826528028578434,-0.9655214083616789,0.00045561139864355775,0.26032326521756266,0.00038910779933939174,0.9999998771728287,-0.0003070007292380245,0.0023133540148510268,0.02552040540368601
0.0,-0.0165473636585204,0.0005013582699308781,0.03500000000000003,-0.10088017936897473,-0.00011019036391780736,-0.9948985763727713,0.00010807801791070449,0.9999999867523968,-0.00012171420802732428,0.01770962845803182,0.025523212465178108
0.0,-0.009960268905551226,-0.00042469245052156646,0.03500000000000003,-0.12639087089491266,3.393446976162729e-05,-0.9919805172496472,-1.5432688541432477e-06,0.9999999994069424,3.440543865783719e-05,0.012930088384376546,0.025522223728054703
1.0,-0.03467615082081557,-0.0001516217657370246,0.03500000000000014,-0.043896793360560495,1.4110692788405082e-05,-0.9990360710873001,-0.00014427285514965395,0.9999999893832936,2.0463533740466884e-05,0.00260040789267608,0.025519588233582698
1.0,-0.04534830086966901,4.19544281240606e-05,0.03500000000000003,0.636566815393484,-4.5032364851078235e-05,-0.7712215553988907,-7.34101108736286e-05,-0.9999999973030539,-2.201800189572865e-06,0.020310568056144094,0.025524492205311146
0.0,-0.03284180873210507,0.0002819861041109256,0.03500000000000003,0.4729706924436078,-0.00016131516513856825,-0.8810781452668268,-0.00013353426085374451,-0.9999999848786547,0.00011140597619590136,0.012874748620518846,0.025523351981915327
0.0,0.004529701863770571,-0.00026360516231663434,-0.03500000000000003,-0.011698546912208943,-4.1612159988688736e-06,0.9999315696500573,-2.5312433820920984e-05,0.9999999996721699,3.865361811049859e-06,0.034036275909291036,0.02552540305989706
1.0,-0.017891050206579585,0.00010916122742360941,-0.03500000000000003,0.03945732973903369,-0.00012900238874918624,0.9992212480167988,-0.0001877222250418533,0.9999999730619126,0.00013651571489063934,0.034527891917959984,0.02552882031827761
1.0,0.003642659722485994,0.00037633616799121356,-0.03500000000000003,0.1076496369624512,-0.00038614740148016827,0.9941888183599921,2.234505762425653e-05,0.9999999252581504,0.00038598496401383737,0.014897613549789796,0.02552594977662928
1.0,-0.0023552317856122135,-0.0003066898103108248,-0.03500000000000003,0.019272069970981045,-2.3408440433993923e-05,0.999814276138863,-5.123347278958709e-06,-0.9999999997151038,-2.3314032892286643e-05,0.023542970969624547,0.025521994941791727
0.0,0.02037378311526897,-0.000211872605946615,-0.03500000000000003,0.026990492580094852,0.00018831610439595998,0.9996356725564215,-2.373982209468221e-05,0.9999999820943524,-0.00018774375173305561,0.024100359094634656,0.02553197984938914
0.0,0.00826539919350737,-0.0004324212606930614,-0.03500000000000003,-0.017214558921801005,-3.2096612850597603e-06,0.9998518184965342,-2.9878682785972954e-05,0.999999999549999,2.695712393005784e-06,0.02781020843152388,0.025527218391676744
0.0,-0.0665,-0.00023484458436397014,-0.03087070770447914,0.9140286792666471,0.0004571278621714524,0.4056493122294015,0.0005400229455238988,-0.9999998501464173,-8.990195447703753e-05,0.004806048923577606,0.025514970744874348
1.0,-0.040087521234686695,-0.00039915358000154773,0.03500000000000003,0.011202415178250867,-1.49124946702906e-05,-0.9999372508671689,-3.2426448585164148e-06,0.9999999998829949,-1.494975820689e-05,0.024784628327278877,0.02552578180549321
0.0,-0.018590467847249416,2.137487768306982e-05,0.03500000000000003,0.049589716980097294,7.201185257663647e-05,-0.9987696705367695,1.0949468982872468e-05,0.9999999973014639,7.2644209761856e-05,0.022886241407285447,0.025523958478169018
0.0,0.04476956944921662,-0.0006219703637683497,-0.03500000000000003,-0.0009656206047444439,1.7783227364476004e-05,0.9999995336301934,0.0001064497403527991,0.9999999941779273,-1.768044544391232e-05,0.029695727068410276,0.025525805562021407
0.0,-0.0014831959239331172,0.00016088018334401268,0.03500000000000003,0.25262138682978036,-0.0002492604381888764,-0.9675651775386673,-0.0002252849315929189,-0.9999999548633116,0.00019879656642515268,0.011898907688891472,0.025526033700246795
0.0,-0.00065017773046969,8.5591752871629e-05,0.03500000000000003,-0.025522975499682316,-9.837170865247487e-05,-0.999674230959591,-4.934200254486632e-05,-0.9999999938162738,9.966353005878007e-05,0.025364884233524652,0.02552589222413408
1.0,0.03783532801585115,0.0003029141070054219,-0.03500000000000003,0.024524081076713753,-0.00027816697038198786,0.999699200795159,0.00017854403244276784,0.9999999465584307,0.00027387070727989763,0.02614111819046948,0.025527324206481204
0.0,-0.0665,-3.3553099654309512e-06,0.031205292617918934,0.9058842561235626,0.0010418926932381062,0.4235240594902204,0.0009719473293307663,-0.9999994550266524,0.0003811361796224003,0.0019620633802463435,0.02550775227999761
1.0,0.02376445125042213,-0.00025177068453931814,0.03500000000000003,0.048163532902381526,0.00017040373559843168,-0.9988394490912583,5.3042935698570456e-05,0.9999999836011296,0.00017315942831464768,0.022034237418615994,0.025527994398818827
0.0,-0.0032888956913421537,-0.0002684374677245584,-0.03500000000000003,-0.020168894488897134,0.0002668763118955044,0.9997965515404273,3.151552627395318e-05,0.9999999640469128,-0.00026629484625255787,0.027109662777987133,0.02552750392339847
