x,y,z
0.01356473899116932,-0.01075,0.022945059973699965
0.04126144184720036,0.01075,0.021975717627497622
0.014702298585408557,0.01075,-0.004807978974921086
0.03172682733146554,0.01075,-0.033868339812067216
-0.038468597286589065,0.01075,0.001973965671613384
-0.0111265956616756,0.01075,0.012638816657286334
-0.006131780742458903,0.01075,0.00350869915332766
-0.048306264920893086,-0.01075,-0.01047216235487839
-0.045858629540234216,0.01075,0.006985577784514002
0.014220854129380303,0.01075,-0.024592178236036696
-0.06152266841522234,-0.01075,-0.02559127601865257
0.0010379560470455268,-0.01075,0.0057313367840785764
-0.01541726053960478,0.01075,0.016566999749315137
0.008828004792148722,-0.01075,-0.017706354254794082
0.01072598593802375,-0.01075,-0.03063553766761129
-0.057324534573805964,0.01075,-0.021806763640260865
0.0059032337377468574,-0.01075,-0.020937710841514454
-0.04587251065451723,-0.01075,-0.02046756907673685
-0.015297741081424635,0.01075,-0.020547150764377596
0.0665,0.005609488224999162,0.006140468896165513
0.0665,0.006808513172559983,-0.011533921247899554
0.05636391612613192,0.01075,-0.02591415562967058
0.014053467411657014,-0.01075,-0.00504211683010794
0.02011774303079221,-0.01075,-0.011429770571428417
-0.04296374124870522,-0.01075,-0.012009819024696763
-0.0665,-0.00815124621626565,-0.012689644005281508
-0.0665,-0.007748925472935776,0.015980449752589325
-0.0010942902842842744,-0.01075,-0.033952269801593674
0.050713555058615405,-0.01075,0.01972161480163756
0.010679934713399404,-0.01075,0.0004361059775835688
0.03372141457440413,-0.01075,-0.0009543482479043297
-0.06351297359623076,-0.01075,-0.004075559023535999
-0.0665,0.006639187373791613,-0.011432850080860306
-0.04718421436680156,0.0042489354319593066,0.035
0.041229266928831554,-0.01075,-0.030646392370177494
-0.02938816345865508,0.01075,-0.0266042932289573
0.031249193577910332,-0.01075,0.011218546173176927
-0.004575333991371305,-0.01075,-0.011154778439960211
-0.03157803951152141,0.0051921817643273745,0.035
-0.016049495383395007,0.005851025420481465,0.035
-0.0665,0.005851280081687107,-0.02666290006828645
-0.06621337577735267,0.007264040010141769,-0.035
-0.029238196140692917,0.01075,0.01322685593850511
-0.0324677716355237,0.01075,0.013502086352435182
0.058383916166531664,-0.01075,0.001465169645705089
0.016471925278277816,-0.00874047904259398,0.035
-0.025396398825860977,-0.01075,0.015758794750037865
-0.01800640277812182,-0.00966378998995754,0.035
-0.04055180439030849,-0.01075,-0.025019872984369473
-0.05242785172302772,-0.01075,0.03224618240647659
0.04290834907052167,0.01075,0.021731968801326548
-0.06219881723482624,-0.01075,-0.015810334251094287
-0.019429578956052802,-0.01075,-0.023931132304390937
-0.018516201820060016,-0.01075,0.012081587374892962
0.012524925835886415,0.01075,0.0017038830168468883
-0.0239257433859405,0.01075,-0.005167205252593527
0.0665,0.008954060563027883,0.021885235648957335
0.0665,-0.007969059187323746,0.009411311914689354
-0.051872332527118314,0.01075,-0.022484025900649622
-0.03892396377773617,-0.01075,0.029979977249844747
-0.011683069824911074,0.01075,0.03333623845508296
-0.017233253398814118,-0.01075,-0.03199328210232169
-0.024699878855344443,0.01075,-0.008893662702800346
-0.014781687109310465,0.01075,-0.018466683689140215
0.06294611918817979,0.01075,0.003477505209453939
-0.011283274766440546,0.01075,-0.030476203753665304
-0.007502889178316222,0.01075,-0.020850693818577737
0.03141645307141006,0.01075,-0.016181879193981293
-0.04656420547477075,-0.01075,-0.017348153846161223
-0.03080123383951526,0.004611723266487872,0.035
-0.021562195125529413,0.01075,-0.015948449775758343
-0.02278709308777968,0.01075,-0.022203313090904425
-0.003676497094165676,-0.006426196978266877,-0.035
0.042850493377144194,-0.01075,0.030736997179465403
-0.020710839888071986,-0.01075,-0.026282036167897663
-0.001591889868141086,-0.01075,0.024673083328622412
-0.01193220194861594,0.01075,-0.01347575657740617
-0.02204582151873609,-0.01075,-0.01704789318551199
-0.031679734080201985,0.01075,-0.02267693358022376
-0.03268763991776321,-0.01075,0.005428958237973444
0.06045729253683361,0.01075,0.014613780740811131
-0.04439134419856777,0.01075,-0.030965911470094046
-0.0573360566991828,-0.01075,-0.004599358943139009
0.057537842821108694,-0.01075,-0.0217526868556037
0.022411178790905012,-0.004896049572362119,0.035
0.044608346546186374,-0.01075,-0.01878420197662059
0.05635878569263791,0.01075,-0.029245411426322865
-0.04006569317022983,-0.01075,-0.010944592535708592
0.014241792707715667,0.01075,0.0062703645062561555
-0.034202141557024474,-0.01075,0.02498280105418011
-0.04441317411946319,0.01075,0.011821037956271069
-0.014909369450793353,0.005073890549454245,-0.035
-0.0665,0.006554112910767911,0.019968787292107555
-0.06423706690013287,0.01075,-0.014192715360435867
-0.05084913161909638,0.01075,-0.02296239616307217
-0.04884561206472959,-0.01075,0.021442501025074452
-0.038441138268910255,0.01075,0.01821596119406601
-0.04717293010106377,-0.01075,0.023325202089508883
0.05706702786124489,0.01075,-0.0033365864551180707
0.046635565390110933,0.01075,-0.003214054425439268
-0.05998472776601464,0.01075,-0.022012804250841927
0.0665,-0.004328343102550997,-0.028658223166569685
0.042967194439779074,-0.01075,0.017753173661702405
0.0665,0.00836866483050462,-0.015882536950274764
0.049862652875352895,-0.01075,0.03215934105834933
0.04960144886715301,0.01075,0.034741003497775216
-0.03714044353816565,0.01075,-0.00027555311025953544
0.016365242846816272,-0.01075,-0.01198688520292146
-0.06120791978946669,-0.01075,-0.003986361298818908
-0.051945640680403846,0.00724803180137289,0.035
0.027349205361390586,0.01075,-0.029424554021582658
0.035483670037136796,-0.01075,0.002942863424165318
0.016333255264705027,-0.01075,-0.00999211211450559
-0.038349869570755986,0.01075,0.008549044041994684
-0.04298758186298646,-0.01075,-0.01999350804871608
0.021924835414111186,-0.01075,0.008118592781951442
0.0068061485711935,0.01075,-0.021303017663381024
-0.0603216807562278,0.01075,-0.01798870910122776
-0.008740718458202776,0.01075,-0.018970602333108627
-0.014680124928430738,0.005230112196281447,0.035
0.0665,0.00498027305245791,-0.022706758828990904
0.017852891284666453,-0.01075,-0.016350612306640297
-0.023775190932379744,0.004421462551928192,0.035
0.03934697393221395,-0.01075,-0.03260335063352339
-0.007032952271295294,0.01075,0.010166950569421601
0.037396530285080304,0.01075,0.03476444190063038
0.06559466694092542,-0.01075,0.004605803793718097
-0.015169423042202493,-0.006575793550392594,0.035
0.05112396663009057,-0.01075,-0.024485968399766436
0.002285629364056768,0.01075,0.024311083255220488
-0.050737212705708676,0.01075,0.01092262959101787
0.06577617689628723,0.01075,-0.010740050780607267
